baseline_MRs,baseline_MRs,baseline_MRs,baseline_MRs,baseline_MRs,baseline_MRs,conditional_MRs,conditional_MRs,conditional_MRs,conditional_MRs,conditional_MRs,conditional_MRs,full_GE,full_GE,full_GE,full_GE,full_GE,full_GE
x,success,status,nfev,fun,message,x,success,status,nfev,fun,message,x,success,status,nfev,fun,message
0.999971318987133,True,1.0,57.0,0.6335614795061373,The solution converged.,0.999971318987133,True,1.0,57.0,0.6335614795061373,The solution converged.,2.4470698469902112,True,1.0,183.0,1.9984014443252818e-15,The solution converged.
0.999971386116246,,,,-0.037888627671814445,,0.999971386116246,,,,-0.037888627671814445,,0.44496507826513015,,,,4.9960036108132044e-15,
0.9999711486530498,,,,0.8626068375951002,,0.9999711486530498,,,,0.8626068375951002,,7.015032124991651,,,,-1.1102230246251565e-15,
0.9999705907520621,,,,-1.6408807192894814,,0.9999705907520621,,,,-1.6408807192894814,,1.1088819537709438,,,,9.693357228002242e-13,
0.9999709844924044,,,,0.8379469404959581,,0.9999709844924044,,,,0.8379469404959581,,4.188371732365906,,,,-6.8833827526759706e-15,
0.9999710448102227,,,,-12.869470114962954,,0.9999710448102227,,,,-12.869470114962954,,0.05388610706162484,,,,-7.327471962526033e-14,
0.999970745375621,,,,0.7626102852792944,,0.999970745375621,,,,0.7626102852792944,,5.516068102029894,,,,-6.8833827526759706e-15,
0.9999711167723011,,,,-5.664538562882318,,0.9999711167723011,,,,-5.664538562882318,,0.3956879281478976,,,,1.8496315590255108e-13,
0.9999708818861481,,,,0.9184891554013901,,0.9999708818861481,,,,0.9184891554013901,,15.996197646431257,,,,-1.5765166949677223e-14,
0.9999716722167534,,,,0.03878470955215152,,0.9999716722167534,,,,0.03878470955215152,,0.5786905766001237,,,,-8.659739592076221e-15,
0.9999717419873179,,,,-10.317410530437927,,0.9999717419873179,,,,-10.317410530437927,,0.17091127755574426,,,,3.3306690738754696e-16,
0.9999710211823685,,,,0.9411405208999113,,0.9999710211823685,,,,0.9411405208999113,,14.185273529448695,,,,0.0,
0.9999714544111808,,,,0.9660172007216319,,0.9999714544111808,,,,0.9660172007216319,,24.092368709488866,,,,1.4432899320127035e-15,
0.9999711129245392,,,,-0.16489549220598287,,0.9999711129245392,,,,-0.16489549220598287,,0.9047873167109537,,,,3.1086244689504383e-15,
0.9999713055899523,,,,0.9832568532392532,,0.9999713055899523,,,,0.9832568532392532,,62.18989589433247,,,,-4.440892098500626e-16,
0.9999710236427408,,,,0.9535430142088334,,0.9999710236427408,,,,0.9535430142088334,,21.611082231052485,,,,-8.215650382226158e-15,
0.9999713798118002,,,,0.9873605707227926,,0.9999713798118002,,,,0.9873605707227926,,77.70196716626478,,,,5.551115123125783e-16,
0.9999712778791756,,,,0.6996104077929086,,0.9999712778791756,,,,0.6996104077929086,,2.395383502237004,,,,0.0,
0.9999713576865888,,,,0.8485152413936776,,0.9999713576865888,,,,0.8485152413936776,,3.01398091934936,,,,6.328271240363392e-15,
0.9999718705925115,,,,0.6864306620524836,,0.9999718705925115,,,,0.6864306620524836,,2.4386964208024833,,,,7.549516567451064e-15,
0.9999714540461498,,,,0.6240506279890421,,0.9999714540461498,,,,0.6240506279890421,,1.9323551310084957,,,,4.773959005888173e-15,
0.9999712550285604,,,,-0.017886002738933593,,0.9999712550285604,,,,-0.017886002738933593,,0.9421022243749185,,,,9.992007221626409e-16,
0.9999713220362527,,,,0.33507201714526924,,0.9999713220362527,,,,0.33507201714526924,,1.320052379001714,,,,-2.220446049250313e-16,
0.9999716396248258,,,,0.5985776120760984,,0.9999716396248258,,,,0.5985776120760984,,1.953424672944076,,,,2.886579864025407e-15,
0.9999704769598016,,,,-78.56117588774802,,0.9999704769598016,,,,-78.56117588774802,,0.10676294575783095,,,,-2.4424906541753444e-15,
0.9999712682147541,,,,0.8140287442623001,,0.9999712682147541,,,,0.8140287442623001,,5.0427782802434225,,,,3.3306690738754696e-16,
2.5749289012545834e-13,,,,-0.1556995437187505,,2.5749289012545834e-13,,,,-0.1556995437187505,,3.41629804115595e-13,,,,2.3314683517128287e-15,
3.3949384591585954e-13,,,,-0.4979870359852774,,3.3949384591585954e-13,,,,-0.4979870359852774,,9.66129424437394e-13,,,,-1.5543122344752192e-15,
4.530226855090873e-13,,,,-0.26124043316423284,,4.530226855090873e-13,,,,-0.26124043316423284,,9.523527183188083e-13,,,,-2.6645352591003757e-15,
1.6215822027198786e-13,,,,-6.8217632323575,,1.6215822027198786e-13,,,,-6.8217632323575,,1.570496618221121e-13,,,,3.1041835768519377e-13,
4.3134001618439943e-13,,,,-0.3807548850955209,,4.3134001618439943e-13,,,,-0.3807548850955209,,1.4360523362494482e-12,,,,-1.3322676295501878e-15,
1.7962318012643833e-13,,,,-3.849569273153003,,1.7962318012643833e-13,,,,-3.849569273153003,,2.6599746936524484e-13,,,,-8.881784197001252e-15,
2.8337923760939213e-13,,,,-0.6649080606255173,,2.8337923760939213e-13,,,,-0.6649080606255173,,5.018853436427661e-13,,,,-7.105427357601002e-15,
1.345045212261424e-13,,,,-8.576719622041415,,1.345045212261424e-13,,,,-8.576719622041415,,3.9152032027085605e-14,,,,2.62456723021387e-13,
4.331567108340064e-13,,,,-0.37675468549344826,,4.331567108340064e-13,,,,-0.37675468549344826,,1.0657816960240733e-12,,,,-2.6867397195928788e-14,
3.1139895438433984e-13,,,,-0.537362233987547,,3.1139895438433984e-13,,,,-0.537362233987547,,7.499298428927491e-13,,,,-6.439293542825908e-15,
1.4418844586199499e-13,,,,-14.151908436076944,,1.4418844586199499e-13,,,,-14.151908436076944,,5.4332206136537227e-14,,,,1.3322676295501878e-15,
7.809222141635215e-13,,,,-0.14306429733662007,,7.809222141635215e-13,,,,-0.14306429733662007,,2.017060339327697e-12,,,,-6.661338147750939e-16,
1.0068997054011617e-12,,,,-0.11831791467103758,,1.0068997054011617e-12,,,,-0.11831791467103758,,2.968100492211788e-12,,,,-2.220446049250313e-15,
1.7571194364800998e-13,,,,-1.1027148259935835,,1.7571194364800998e-13,,,,-1.1027148259935835,,1.8613654238373956e-13,,,,1.6653345369377348e-15,
1.243106665605404e-12,,,,-0.1072138280377104,,1.243106665605404e-12,,,,-0.1072138280377104,,4.825777212125089e-12,,,,-7.549516567451064e-15,
7.5622656790152e-13,,,,-0.16723203844206247,,7.5622656790152e-13,,,,-0.16723203844206247,,2.1035341567941275e-12,,,,-1.2878587085651816e-14,
1.5140335470686724e-12,,,,-0.08589399493932626,,1.5140335470686724e-12,,,,-0.08589399493932626,,5.658209536128067e-12,,,,-8.43769498715119e-15,
3.6467696847650017e-13,,,,-0.18813476419817787,,3.6467696847650017e-13,,,,-0.18813476419817787,,6.802257221484286e-13,,,,-2.220446049250313e-16,
6.74571719281821e-13,,,,-0.1952978765143374,,6.74571719281821e-13,,,,-0.1952978765143374,,2.4742334561926768e-12,,,,-1.3322676295501878e-15,
3.691408504659332e-13,,,,-0.2990379446086804,,3.691408504659332e-13,,,,-0.2990379446086804,,7.211831791063298e-13,,,,3.4416913763379853e-15,
3.4479497171351634e-13,,,,-0.23141500471669207,,3.4479497171351634e-13,,,,-0.23141500471669207,,6.283962090744085e-13,,,,2.6645352591003757e-15,
2.0214267787878252e-13,,,,-1.0796739306142733,,2.0214267787878252e-13,,,,-1.0796739306142733,,2.807525740211471e-13,,,,1.6653345369377348e-15,
1.4843181521304077e-13,,,,0.020611126817759562,,1.4843181521304077e-13,,,,0.020611126817759562,,1.6646204039708877e-13,,,,0.0,
2.904946574764778e-13,,,,-0.24663630421612903,,2.904946574764778e-13,,,,-0.24663630421612903,,4.619693541733258e-13,,,,1.4432899320127035e-15,
1.4465079175977724e-13,,,,-108.3022353473886,,1.4465079175977724e-13,,,,-108.3022353473886,,1.2153265228336917e-14,,,,-2.6645352591003757e-15,
3.983104615704138e-13,,,,-0.03827643731149499,,3.983104615704138e-13,,,,-0.03827643731149499,,5.289872642700638e-13,,,,4.440892098500626e-16,
1.91891368944022e-13,,,,-0.7358740819361393,,1.91891368944022e-13,,,,-0.7358740819361393,,2.3430072497083505e-13,,,,0.0,
,,,,,,,,,,,,0.9317563742074042,,,,1.1102230246251565e-15,
,,,,,,,,,,,,0.7699262897882756,,,,-1.3766765505351941e-14,
,,,,,,,,,,,,0.8304825874467381,,,,-1.7763568394002505e-15,
,,,,,,,,,,,,1.0080347200698978,,,,-1.0857981180834031e-13,
,,,,,,,,,,,,0.7403078774034207,,,,1.5543122344752192e-15,
,,,,,,,,,,,,0.9065071189784162,,,,1.2101430968414206e-14,
,,,,,,,,,,,,0.866843862398546,,,,-4.440892098500626e-16,
,,,,,,,,,,,,1.3614310268939194,,,,6.587952405823216e-12,
,,,,,,,,,,,,0.7984435142784784,,,,-2.6645352591003757e-14,
,,,,,,,,,,,,0.8027385661739153,,,,2.7755575615628914e-15,
,,,,,,,,,,,,1.2763455844622476,,,,1.1213252548714081e-14,
,,,,,,,,,,,,0.7888096622720208,,,,-1.3322676295501878e-15,
,,,,,,,,,,,,0.763179863893373,,,,-4.884981308350689e-15,
,,,,,,,,,,,,0.9856946743761219,,,,9.992007221626409e-16,
,,,,,,,,,,,,0.7124186526747517,,,,-2.842170943040401e-14,
,,,,,,,,,,,,0.7743291176449433,,,,-1.9539925233402755e-14,
,,,,,,,,,,,,0.7192239120313288,,,,-3.197442310920451e-14,
,,,,,,,,,,,,0.8556848077500029,,,,0.0,
,,,,,,,,,,,,0.7225981805421825,,,,-1.1102230246251565e-14,
,,,,,,,,,,,,0.8458369047477025,,,,2.4424906541753444e-15,
,,,,,,,,,,,,0.8606604412204542,,,,1.9984014443252818e-15,
,,,,,,,,,,,,0.9211568097201155,,,,1.887379141862766e-15,
,,,,,,,,,,,,0.9717464130727933,,,,1.1102230246251565e-16,
,,,,,,,,,,,,0.8904945088427265,,,,9.992007221626409e-16,
,,,,,,,,,,,,1.8574064947999898,,,,-9.51017042893909e-13,
,,,,,,,,,,,,0.9315241621878808,,,,4.440892098500626e-16,
,,,,,,,,,,,,0.9513064737448302,,,,0.0,
